CustomerID,Region,Age,Plan,DeviceType,CustomerSegment,TenureMonths,MonthlyDataGB,MonthlyVoiceMins,MonthlySMSCount,MonthlyMpesaTransactions,MonthlySpendKES,HasMpesa,HasSafaricomHome,HasShowmax,HasInternationalRoaming,NumServices,CustomerServiceCalls,NetworkComplaints,UnresolvedComplaints,NetworkQualityScore,DaysSinceLastTopup,ContractMonths,Churned
SAF003529,Meru,60,Postpaid,Smartphone,Consumer,85,0.55,25.0,170.0,45.0,425.0,1,0,0,0,1,3,0,0,5.7,0.0,12,0
SAF003530,Mombasa,49,Postpaid,Smartphone,SME,119,4.06,84.0,21.0,10.0,947.0,1,1,0,0,2,1,0,0,9.6,12.0,12,0
SAF003531,Nairobi,58,Hybrid,Tablet,Consumer,101,9.89,30.0,19.0,1.0,1729.0,1,1,0,0,2,2,0,0,9.9,21.0,0,0
SAF003532,Thika,35,Prepaid,Smartphone,Consumer,31,2.97,57.0,80.0,8.0,874.0,1,0,0,0,1,3,0,0,8.8,1.0,0,0
SAF003533,Nairobi,22,Prepaid,Smartphone,Consumer,109,0.36,230.0,3.0,6.0,697.0,0,0,0,0,0,3,1,0,5.3,5.0,0,1
SAF003534,Nairobi,59,Postpaid,Smartphone,Consumer,35,0.2,266.0,32.0,20.0,1104.0,1,1,1,1,4,0,0,0,8.1,4.0,36,0
SAF003535,Nairobi,32,Prepaid,Smartphone,SME,27,5.56,685.0,135.0,9.0,2932.0,1,0,0,1,2,2,0,0,7.2,10.0,0,0
SAF003536,Nairobi,59,Prepaid,Smartphone,Consumer,87,3.44,346.0,4.0,6.0,1480.0,1,0,1,0,2,1,0,0,7.0,5.0,0,0
SAF003537,Nairobi,33,Prepaid,Smartphone,Consumer,32,8.96,133.0,31.0,8.0,2005.0,1,1,0,0,2,1,1,0,7.3,4.0,0,0
SAF003538,Mombasa,53,Postpaid,Feature Phone,Enterprise,17,2.77,68.0,6.0,5.0,741.0,1,0,0,1,2,2,0,0,6.2,1.0,24,0
SAF003539,Nakuru,53,Prepaid,Feature Phone,Consumer,11,0.23,7.0,88.0,6.0,263.0,1,0,0,1,2,1,0,0,6.1,2.0,0,0
SAF003540,Nairobi,57,Postpaid,Smartphone,SME,1,1.81,112.0,35.0,10.0,916.0,0,0,0,0,0,2,1,0,8.0,6.0,12,1
SAF003541,Nairobi,47,Prepaid,Smartphone,SME,92,3.76,28.0,11.0,1.0,779.0,1,1,0,0,2,1,0,0,5.7,0.0,0,0
SAF003542,Thika,55,Postpaid,Tablet,Youth,82,1.7,228.0,15.0,8.0,1045.0,1,0,1,0,2,2,0,0,8.3,3.0,24,0
SAF003543,Nairobi,40,Postpaid,Smartphone,Consumer,49,27.31,96.0,29.0,1.0,4656.0,1,0,0,0,1,0,0,0,7.5,1.0,36,0
SAF003544,Nairobi,28,Postpaid,Tablet,SME,41,1.82,159.0,52.0,15.0,1041.0,1,0,0,0,1,1,1,0,3.7,1.0,36,0
SAF003545,Machakos,42,Prepaid,Smartphone,Consumer,20,2.77,134.0,27.0,23.0,1003.0,1,0,0,0,1,1,1,1,6.9,4.0,0,0
SAF003546,Nairobi,62,Prepaid,Feature Phone,SME,71,0.89,51.0,8.0,12.0,296.0,1,1,0,0,2,0,0,0,7.2,3.0,0,1
SAF003547,Nairobi,60,Postpaid,Smartphone,Consumer,37,0.58,171.0,49.0,10.0,657.0,1,0,0,0,1,2,1,1,7.3,6.0,24,0
SAF003548,Mombasa,19,Prepaid,Smartphone,Consumer,16,3.63,222.0,5.0,23.0,1449.0,1,1,0,0,2,2,0,0,5.5,2.0,0,0
SAF003549,Nairobi,52,Prepaid,Tablet,Enterprise,39,3.11,164.0,66.0,2.0,1229.0,1,0,0,0,1,2,1,0,5.4,0.0,0,0
SAF003550,Kisumu,64,Prepaid,Smartphone,Consumer,109,0.1,180.0,20.0,2.0,751.0,1,1,0,0,2,1,0,0,9.4,0.0,0,0
SAF003551,Thika,41,Hybrid,Smartphone,Enterprise,45,1.17,54.0,42.0,5.0,480.0,1,1,0,0,2,2,1,0,5.7,4.0,0,0
SAF003552,Nairobi,30,Prepaid,Smartphone,Enterprise,64,3.61,345.0,17.0,0.0,1520.0,1,0,0,0,1,1,0,0,5.9,0.0,0,1
SAF003553,Kisumu,59,Postpaid,Feature Phone,Consumer,47,5.85,66.0,44.0,27.0,1145.0,1,0,0,0,1,2,0,0,7.6,0.0,24,0
SAF003554,Kisumu,54,Prepaid,Smartphone,Consumer,23,1.31,273.0,88.0,0.0,1114.0,1,1,0,0,2,1,0,0,4.1,3.0,0,0
SAF003555,Nairobi,47,Prepaid,Feature Phone,Consumer,32,3.65,234.0,48.0,7.0,1418.0,1,0,0,0,1,2,2,1,6.3,20.0,0,1
SAF003556,Nakuru,28,Postpaid,Smartphone,Youth,49,1.08,16.0,45.0,3.0,592.0,1,0,0,0,1,0,1,1,7.7,9.0,36,0
SAF003557,Nairobi,40,Prepaid,Smartphone,Consumer,81,4.1,407.0,57.0,1.0,1879.0,0,0,0,0,0,0,0,0,6.4,9.0,0,0
SAF003558,Mombasa,63,Prepaid,Feature Phone,SME,19,4.19,673.0,28.0,0.0,2536.0,1,0,0,0,1,0,3,1,4.2,1.0,0,1
SAF003559,Nairobi,45,Postpaid,Smartphone,SME,106,0.49,112.0,10.0,2.0,657.0,1,1,0,0,2,0,1,0,7.7,6.0,24,0
SAF003560,Mombasa,46,Postpaid,Smartphone,Youth,98,3.83,183.0,68.0,1.0,1252.0,1,0,0,1,2,1,0,0,6.0,2.0,24,0
SAF003561,Nairobi,32,Prepaid,Smartphone,SME,78,1.42,326.0,42.0,23.0,1255.0,1,0,0,0,1,2,1,0,6.9,5.0,0,0
SAF003562,Thika,62,Postpaid,Smartphone,SME,119,0.66,2.0,15.0,2.0,327.0,0,0,0,0,0,0,0,0,6.4,12.0,36,0
SAF003563,Nairobi,20,Postpaid,Smartphone,Consumer,67,2.43,319.0,13.0,1.0,1323.0,1,1,0,0,2,0,1,0,5.4,4.0,36,0
SAF003564,Mombasa,26,Postpaid,Smartphone,Consumer,39,2.11,118.0,28.0,12.0,888.0,1,1,0,0,2,1,2,1,7.2,2.0,36,0
SAF003565,Mombasa,25,Prepaid,Smartphone,Consumer,89,5.2,212.0,9.0,4.0,1532.0,1,0,1,1,3,1,0,0,6.1,3.0,0,0
SAF003566,Eldoret,64,Prepaid,Smartphone,Enterprise,60,0.31,93.0,84.0,15.0,582.0,1,1,0,1,3,2,0,0,7.4,5.0,0,0
SAF003567,Kisumu,50,Hybrid,Smartphone,SME,11,5.46,91.0,62.0,15.0,1210.0,1,0,1,0,2,0,0,0,8.4,12.0,0,0
SAF003568,Nakuru,51,Postpaid,Smartphone,SME,49,0.39,273.0,15.0,39.0,1038.0,1,1,1,0,3,2,0,0,7.2,7.0,12,0
SAF003569,Eldoret,26,Prepaid,Dongle,SME,15,0.81,85.0,2.0,13.0,704.0,1,0,0,0,1,1,2,1,7.4,22.0,0,1
SAF003570,Machakos,34,Prepaid,Tablet,Consumer,83,2.54,77.0,2.0,2.0,850.0,1,0,0,0,1,0,1,0,5.2,26.0,0,0
SAF003571,Nairobi,58,Prepaid,Smartphone,Consumer,61,2.18,112.0,14.0,7.0,746.0,1,0,0,0,1,1,0,0,6.2,3.0,0,0
SAF003572,Kisumu,18,Prepaid,Smartphone,Consumer,43,15.74,88.0,6.0,6.0,2630.0,1,0,0,0,1,2,1,0,7.9,8.0,0,0
SAF003573,Thika,57,Prepaid,Tablet,Consumer,15,3.12,71.0,83.0,6.0,916.0,1,0,0,0,1,1,2,1,8.2,9.0,0,0
SAF003574,Garissa,22,Prepaid,Smartphone,SME,79,1.39,24.0,22.0,3.0,550.0,1,0,0,0,1,3,1,0,5.5,6.0,0,0
SAF003575,Machakos,47,Postpaid,Smartphone,Consumer,102,8.06,61.0,17.0,2.0,1510.0,1,0,1,0,2,1,1,0,6.6,11.0,12,0
SAF003576,Mombasa,28,Prepaid,Feature Phone,SME,79,1.31,40.0,10.0,10.0,474.0,1,1,0,0,2,1,0,0,3.8,2.0,0,0
SAF003577,Nairobi,45,Postpaid,Smartphone,SME,73,1.12,61.0,74.0,1.0,707.0,1,1,1,0,3,2,1,0,9.0,10.0,36,0
SAF003578,Mombasa,55,Prepaid,Smartphone,Consumer,5,2.39,108.0,63.0,0.0,733.0,1,0,0,0,1,2,1,0,6.4,2.0,0,0
SAF003579,Eldoret,34,Prepaid,Dongle,Consumer,83,8.55,113.0,19.0,4.0,1816.0,1,0,0,0,1,1,0,0,4.4,5.0,0,0
SAF003580,Mombasa,40,Prepaid,Feature Phone,Consumer,88,4.31,33.0,7.0,11.0,830.0,1,0,0,0,1,1,1,1,7.0,1.0,0,0
SAF003581,Mombasa,35,Prepaid,Smartphone,Consumer,29,3.96,11.0,121.0,16.0,1027.0,1,1,0,0,2,0,0,0,6.9,8.0,0,0
SAF003582,Thika,54,Postpaid,Smartphone,SME,62,4.53,164.0,15.0,6.0,1381.0,1,0,1,0,2,2,0,0,9.7,14.0,24,0
SAF003583,Mombasa,44,Postpaid,Smartphone,Consumer,60,3.77,90.0,59.0,15.0,1046.0,1,1,0,0,2,4,1,0,9.3,9.0,12,0
SAF003584,Machakos,42,Prepaid,Feature Phone,Enterprise,69,4.99,70.0,25.0,0.0,1178.0,1,0,0,0,1,2,0,0,8.0,21.0,0,0
SAF003585,Mombasa,22,Prepaid,Smartphone,SME,22,0.75,17.0,61.0,5.0,325.0,1,0,0,1,2,0,0,0,7.4,31.0,0,0
SAF003586,Nairobi,36,Prepaid,Smartphone,Consumer,13,0.68,64.0,26.0,1.0,572.0,1,0,0,0,1,0,1,1,6.1,4.0,0,0
SAF003587,Mombasa,44,Postpaid,Tablet,SME,50,1.57,205.0,104.0,7.0,1092.0,1,0,0,0,1,2,1,1,8.1,1.0,24,0
SAF003588,Eldoret,30,Postpaid,Smartphone,SME,116,6.66,105.0,64.0,20.0,1521.0,1,0,0,0,1,1,0,0,6.8,9.0,12,0
SAF003589,Nairobi,24,Prepaid,Smartphone,SME,113,4.39,11.0,12.0,0.0,820.0,1,0,0,0,1,4,0,0,7.5,4.0,0,0
SAF003590,Nairobi,43,Postpaid,Smartphone,Consumer,47,2.93,48.0,23.0,9.0,792.0,1,0,1,0,2,1,0,0,7.8,3.0,12,0
SAF003591,Meru,31,Postpaid,Smartphone,Consumer,110,0.1,468.0,4.0,13.0,1352.0,1,0,0,0,1,2,0,0,7.8,1.0,24,0
SAF003592,Nairobi,44,Prepaid,Smartphone,Consumer,29,0.94,94.0,94.0,11.0,749.0,1,0,0,0,1,1,0,0,7.5,0.0,0,0
SAF003593,Kisumu,25,Prepaid,Tablet,Consumer,80,5.7,40.0,3.0,0.0,1322.0,1,0,0,0,1,1,0,0,6.4,10.0,0,0
SAF003594,Kisumu,48,Hybrid,Tablet,SME,100,0.97,294.0,1.0,2.0,1148.0,1,0,0,0,1,0,0,0,8.3,5.0,0,0
SAF003595,Mombasa,52,Postpaid,Smartphone,SME,17,4.59,49.0,27.0,1.0,1003.0,1,1,1,0,3,0,0,0,8.1,4.0,12,0
SAF003596,Nakuru,44,Prepaid,Smartphone,Youth,20,0.71,157.0,37.0,1.0,881.0,1,0,0,0,1,1,2,1,7.6,3.0,0,0
SAF003597,Nairobi,21,Prepaid,Smartphone,Consumer,78,3.26,19.0,10.0,10.0,706.0,1,1,0,0,2,0,0,0,7.7,5.0,0,0
SAF003598,Kisumu,59,Prepaid,Smartphone,Consumer,114,3.46,20.0,34.0,4.0,832.0,1,0,1,0,2,1,0,0,8.8,9.0,0,0
SAF003599,Mombasa,21,Prepaid,Smartphone,SME,6,4.88,99.0,90.0,10.0,1228.0,1,0,0,0,1,3,0,0,5.7,4.0,0,0
SAF003600,Nakuru,35,Postpaid,Tablet,Consumer,22,2.02,33.0,39.0,4.0,627.0,1,0,0,0,1,1,0,0,7.0,1.0,24,0
SAF003601,Nairobi,40,Prepaid,Smartphone,Consumer,104,3.51,6.0,24.0,1.0,592.0,1,0,0,0,1,0,1,1,8.4,2.0,0,0
SAF003602,Kisumu,49,Postpaid,Smartphone,Consumer,9,2.34,313.0,6.0,10.0,1219.0,1,0,1,0,2,3,0,0,4.6,1.0,12,1
SAF003603,Nairobi,29,Postpaid,Smartphone,Consumer,32,10.3,7.0,7.0,8.0,1763.0,1,1,0,0,2,0,2,0,9.3,1.0,12,0
SAF003604,Nairobi,37,Prepaid,Smartphone,SME,88,2.58,152.0,26.0,1.0,1022.0,1,1,0,0,2,1,0,0,7.7,15.0,0,0
SAF003605,Nairobi,64,Prepaid,Smartphone,Consumer,33,0.82,49.0,25.0,21.0,457.0,1,1,0,0,2,2,0,0,7.3,1.0,0,0
SAF003606,Nairobi,62,Prepaid,Smartphone,SME,77,3.86,325.0,30.0,3.0,1708.0,1,0,0,0,1,1,2,1,8.5,9.0,0,0
SAF003607,Thika,29,Postpaid,Smartphone,Enterprise,99,2.78,513.0,28.0,9.0,1715.0,1,0,0,0,1,1,2,1,5.5,3.0,24,0
SAF003608,Nairobi,25,Prepaid,Feature Phone,Consumer,70,5.7,49.0,17.0,0.0,1242.0,1,0,0,0,1,3,0,0,9.8,16.0,0,0
SAF003609,Nyeri,39,Postpaid,Smartphone,Youth,49,0.68,107.0,48.0,5.0,750.0,1,1,0,0,2,1,2,0,6.7,7.0,36,0
SAF003610,Meru,44,Postpaid,Smartphone,Consumer,104,1.06,178.0,10.0,27.0,892.0,1,0,0,0,1,0,0,0,6.4,8.0,36,0
SAF003611,Kisumu,58,Prepaid,Smartphone,Youth,30,8.91,16.0,77.0,17.0,1720.0,1,0,0,0,1,1,0,0,6.2,5.0,0,0
SAF003612,Nairobi,58,Hybrid,Tablet,Consumer,102,9.31,148.0,9.0,2.0,2075.0,1,1,1,0,3,1,0,0,10.0,18.0,0,0
SAF003613,Mombasa,34,Hybrid,Smartphone,SME,16,2.04,284.0,22.0,17.0,1117.0,1,0,1,0,2,2,1,1,10.0,1.0,0,0
SAF003614,Thika,49,Prepaid,Smartphone,Consumer,65,0.17,24.0,9.0,3.0,173.0,1,1,0,1,3,1,0,0,8.5,2.0,0,0
SAF003615,Mombasa,50,Prepaid,Smartphone,SME,106,1.28,219.0,39.0,15.0,947.0,1,0,0,0,1,2,1,0,7.3,16.0,0,0
SAF003616,Nairobi,48,Hybrid,Feature Phone,SME,82,0.99,15.0,26.0,10.0,402.0,1,1,0,0,2,1,0,0,4.7,32.0,0,0
SAF003617,Kisumu,23,Hybrid,Smartphone,Consumer,86,1.87,101.0,19.0,3.0,771.0,1,0,0,0,1,2,3,1,8.4,10.0,0,0
SAF003618,Thika,56,Prepaid,Smartphone,Youth,90,1.34,50.0,26.0,19.0,431.0,1,0,0,0,1,1,0,0,4.3,2.0,0,0
SAF003619,Thika,26,Prepaid,Smartphone,Consumer,14,6.18,77.0,22.0,5.0,1315.0,1,0,0,0,1,0,2,1,5.4,17.0,0,1
SAF003620,Nairobi,59,Prepaid,Smartphone,Consumer,56,0.1,43.0,77.0,3.0,496.0,1,0,0,0,1,1,1,0,7.7,1.0,0,1
SAF003621,Nakuru,49,Hybrid,Smartphone,SME,37,3.62,36.0,5.0,3.0,802.0,1,0,0,0,1,3,0,0,6.8,15.0,0,0
SAF003622,Nairobi,53,Prepaid,Smartphone,SME,49,3.82,163.0,63.0,22.0,1084.0,1,0,0,0,1,0,2,1,7.5,3.0,0,0
SAF003623,Nairobi,33,Prepaid,Feature Phone,Consumer,78,3.78,30.0,43.0,11.0,727.0,0,1,1,0,2,1,2,2,5.8,0.0,0,0
SAF003624,Machakos,29,Postpaid,Smartphone,Consumer,90,2.57,63.0,17.0,3.0,859.0,1,0,0,0,1,3,1,1,8.2,7.0,12,0
SAF003625,Nairobi,58,Prepaid,Smartphone,Youth,50,3.31,39.0,101.0,2.0,1043.0,1,0,0,0,1,2,0,0,5.9,3.0,0,0
SAF003626,Nairobi,20,Postpaid,Smartphone,SME,36,5.82,33.0,8.0,2.0,1086.0,1,1,0,0,2,0,1,1,4.2,0.0,36,0
SAF003627,Nairobi,44,Prepaid,Smartphone,Consumer,52,5.37,118.0,15.0,2.0,1401.0,1,1,0,0,2,4,0,0,9.3,1.0,0,0
SAF003628,Machakos,44,Postpaid,Smartphone,Consumer,23,0.12,6.0,19.0,1.0,315.0,0,0,0,0,0,1,0,0,4.8,4.0,12,0
SAF003629,Thika,26,Prepaid,Tablet,Youth,66,0.11,187.0,42.0,5.0,583.0,1,1,0,0,2,2,0,0,7.8,7.0,0,0
SAF003630,Nakuru,34,Postpaid,Dongle,SME,103,6.39,95.0,117.0,0.0,1563.0,1,0,0,0,1,1,0,0,7.4,0.0,24,0
SAF003631,Eldoret,63,Postpaid,Smartphone,Youth,71,2.99,212.0,36.0,0.0,1284.0,1,0,1,0,2,1,0,0,6.3,5.0,36,0
SAF003632,Nairobi,22,Prepaid,Smartphone,Consumer,103,11.05,29.0,78.0,8.0,1979.0,0,1,0,0,1,1,0,0,5.3,0.0,0,0
SAF003633,Mombasa,43,Prepaid,Smartphone,SME,45,1.98,148.0,94.0,1.0,921.0,1,1,0,0,2,1,0,0,8.2,16.0,0,0
SAF003634,Mombasa,38,Prepaid,Feature Phone,SME,115,0.68,65.0,25.0,15.0,512.0,1,0,1,0,2,0,0,0,8.6,9.0,0,0
SAF003635,Nairobi,18,Prepaid,Feature Phone,Consumer,86,2.24,10.0,26.0,1.0,509.0,1,0,0,0,1,2,0,0,7.5,1.0,0,0
SAF003636,Mombasa,18,Postpaid,Feature Phone,SME,28,2.01,168.0,12.0,6.0,1050.0,1,0,0,0,1,2,0,0,7.9,5.0,12,0
SAF003637,Nyeri,52,Postpaid,Feature Phone,SME,102,2.55,172.0,37.0,9.0,1048.0,1,1,0,1,3,2,0,0,7.5,9.0,24,0
SAF003638,Nairobi,26,Prepaid,Smartphone,Consumer,20,5.77,38.0,5.0,2.0,1122.0,1,1,1,0,3,1,0,0,6.1,2.0,0,0
SAF003639,Nairobi,40,Postpaid,Smartphone,Enterprise,49,3.73,297.0,40.0,18.0,1527.0,1,0,0,1,2,2,0,0,7.1,1.0,12,0
SAF003640,Nairobi,55,Postpaid,Feature Phone,Enterprise,57,0.72,173.0,89.0,5.0,929.0,1,1,1,0,3,0,0,0,6.3,8.0,12,0
SAF003641,Nairobi,58,Postpaid,Smartphone,Enterprise,82,4.64,44.0,57.0,3.0,1048.0,1,0,1,0,2,2,0,0,8.5,11.0,36,0
SAF003642,Nyeri,21,Prepaid,Smartphone,Enterprise,88,3.14,33.0,42.0,19.0,750.0,1,0,0,0,1,3,1,0,7.8,4.0,0,0
SAF003643,Mombasa,36,Prepaid,Smartphone,Consumer,97,3.02,70.0,73.0,16.0,742.0,1,0,0,0,1,2,0,0,9.5,2.0,0,0
SAF003644,Mombasa,54,Prepaid,Smartphone,Consumer,59,3.97,42.0,52.0,10.0,970.0,1,0,0,0,1,1,0,0,8.9,20.0,0,0
SAF003645,Eldoret,22,Prepaid,Smartphone,Enterprise,119,2.91,29.0,30.0,3.0,711.0,1,1,1,0,3,0,0,0,6.7,5.0,0,0
SAF003646,Nairobi,45,Prepaid,Smartphone,Consumer,109,2.14,61.0,29.0,4.0,583.0,1,0,1,0,2,1,0,0,6.5,5.0,0,0
SAF003647,Mombasa,63,Prepaid,Feature Phone,Consumer,26,3.58,3.0,5.0,9.0,793.0,0,0,1,0,1,2,1,0,3.8,9.0,0,1
SAF003648,Mombasa,59,Prepaid,Smartphone,Consumer,19,4.5,62.0,23.0,2.0,944.0,1,0,0,0,1,4,0,0,5.4,16.0,0,0
SAF003649,Kisumu,40,Postpaid,Smartphone,Consumer,112,0.9,30.0,30.0,5.0,376.0,1,1,0,1,3,2,0,0,8.0,3.0,36,0
SAF003650,Garissa,55,Prepaid,Feature Phone,SME,106,2.41,37.0,25.0,11.0,726.0,1,0,0,0,1,2,0,0,6.5,12.0,0,0
SAF003651,Eldoret,40,Prepaid,Smartphone,Consumer,13,2.14,10.0,60.0,9.0,652.0,1,0,1,0,2,2,0,0,5.4,19.0,0,0
SAF003652,Mombasa,63,Prepaid,Smartphone,Consumer,74,0.14,107.0,7.0,10.0,503.0,1,0,0,0,1,2,0,0,6.7,23.0,0,0
SAF003653,Thika,35,Prepaid,Smartphone,Youth,62,6.29,77.0,63.0,18.0,1372.0,1,0,1,1,3,3,0,0,5.5,8.0,0,0
SAF003654,Nairobi,46,Prepaid,Smartphone,SME,14,1.66,167.0,54.0,28.0,873.0,1,0,1,0,2,0,1,1,7.0,10.0,0,0
SAF003655,Nairobi,45,Prepaid,Smartphone,SME,73,0.26,522.0,92.0,5.0,1548.0,1,0,0,0,1,2,0,0,4.8,13.0,0,0
SAF003656,Nairobi,26,Prepaid,Dongle,SME,117,2.14,15.0,19.0,0.0,549.0,1,0,0,0,1,1,1,1,5.8,11.0,0,0
SAF003657,Nairobi,56,Prepaid,Smartphone,Enterprise,11,0.62,38.0,8.0,14.0,502.0,1,0,0,0,1,2,1,0,8.7,1.0,0,1
SAF003658,Kisumu,27,Prepaid,Smartphone,SME,67,4.27,138.0,57.0,1.0,1132.0,1,0,0,0,1,2,0,0,8.6,0.0,0,0
SAF003659,Nakuru,19,Prepaid,Smartphone,SME,104,2.97,33.0,36.0,2.0,506.0,1,0,0,0,1,2,0,0,7.7,6.0,0,0
SAF003660,Nyeri,30,Postpaid,Smartphone,Youth,12,1.1,4.0,50.0,8.0,351.0,1,0,0,1,2,0,0,0,6.8,7.0,24,0
SAF003661,Kisumu,55,Prepaid,Feature Phone,Consumer,35,10.52,14.0,229.0,11.0,2195.0,1,0,0,0,1,2,2,1,4.5,2.0,0,1
SAF003662,Kisumu,44,Prepaid,Smartphone,Youth,103,1.21,68.0,9.0,9.0,521.0,1,1,0,1,3,5,1,0,4.9,1.0,0,0
SAF003663,Nairobi,58,Prepaid,Smartphone,Consumer,110,2.83,68.0,21.0,5.0,817.0,1,0,0,0,1,2,1,0,7.9,5.0,0,0
SAF003664,Nairobi,37,Prepaid,Feature Phone,Consumer,39,5.66,430.0,9.0,20.0,2141.0,1,0,0,0,1,0,0,0,7.8,16.0,0,0
SAF003665,Kisumu,57,Prepaid,Smartphone,Consumer,32,2.52,75.0,79.0,14.0,776.0,1,0,0,0,1,2,0,0,8.5,1.0,0,0
SAF003666,Mombasa,27,Prepaid,Tablet,Consumer,103,11.34,136.0,1.0,9.0,2377.0,1,1,0,0,2,2,0,0,5.3,15.0,0,0
SAF003667,Thika,33,Postpaid,Smartphone,SME,14,6.5,81.0,6.0,5.0,1360.0,1,1,0,0,2,2,0,0,6.5,14.0,24,1
SAF003668,Nairobi,32,Prepaid,Smartphone,Youth,108,8.88,38.0,11.0,5.0,1745.0,1,0,0,0,1,0,0,0,7.1,2.0,0,0
SAF003669,Nairobi,30,Prepaid,Tablet,Youth,65,1.63,13.0,59.0,2.0,541.0,1,1,0,0,2,1,0,0,6.2,11.0,0,0
SAF003670,Mombasa,55,Postpaid,Tablet,Youth,27,2.78,235.0,40.0,12.0,1254.0,1,0,0,0,1,4,0,0,8.4,22.0,36,0
SAF003671,Nairobi,37,Hybrid,Smartphone,Consumer,101,6.42,20.0,20.0,16.0,1130.0,1,0,1,0,2,1,0,0,5.9,1.0,0,0
SAF003672,Nairobi,41,Prepaid,Smartphone,Youth,60,8.18,12.0,7.0,14.0,1566.0,1,0,0,0,1,2,1,1,7.6,6.0,0,0
SAF003673,Eldoret,58,Prepaid,Smartphone,Consumer,43,10.11,29.0,16.0,6.0,1787.0,1,0,0,0,1,3,0,0,8.1,12.0,0,0
SAF003674,Nairobi,24,Prepaid,Smartphone,Enterprise,65,7.4,0.0,54.0,15.0,1378.0,1,0,0,0,1,1,0,0,7.0,3.0,0,0
SAF003675,Nakuru,40,Prepaid,Dongle,Consumer,55,4.59,9.0,19.0,13.0,1100.0,1,1,0,0,2,1,1,0,6.2,1.0,0,0
SAF003676,Nairobi,41,Prepaid,Smartphone,Consumer,109,0.1,121.0,25.0,14.0,570.0,0,0,1,0,1,3,3,2,6.9,1.0,0,1
SAF003677,Nairobi,46,Prepaid,Smartphone,Youth,93,1.32,33.0,38.0,32.0,536.0,1,1,0,0,2,1,0,0,8.8,3.0,0,0
SAF003678,Mombasa,22,Postpaid,Tablet,Youth,88,0.48,50.0,98.0,13.0,593.0,1,0,0,0,1,2,0,0,7.5,0.0,12,0
SAF003679,Thika,60,Prepaid,Smartphone,SME,119,0.59,216.0,12.0,3.0,907.0,1,1,0,0,2,1,0,0,5.5,0.0,0,0
SAF003680,Mombasa,62,Prepaid,Smartphone,SME,81,1.2,178.0,24.0,14.0,803.0,1,1,1,0,3,0,0,0,5.3,26.0,0,0
SAF003681,Eldoret,52,Prepaid,Tablet,Consumer,35,0.27,81.0,15.0,4.0,400.0,1,1,0,0,2,2,1,0,8.6,1.0,0,0
SAF003682,Nairobi,18,Postpaid,Feature Phone,SME,95,0.97,114.0,25.0,6.0,700.0,1,0,1,0,2,2,1,0,7.9,1.0,24,0
SAF003683,Eldoret,53,Prepaid,Feature Phone,SME,106,11.01,11.0,48.0,13.0,1872.0,1,0,0,0,1,2,0,0,5.7,6.0,0,0
SAF003684,Nairobi,35,Postpaid,Smartphone,Consumer,32,1.31,172.0,26.0,3.0,857.0,1,0,0,0,1,2,0,0,6.8,12.0,24,0
SAF003685,Nakuru,23,Prepaid,Feature Phone,Consumer,19,0.61,87.0,72.0,0.0,456.0,1,0,0,1,2,0,0,0,6.3,1.0,0,0
SAF003686,Kisumu,40,Prepaid,Smartphone,Consumer,95,4.43,102.0,32.0,10.0,1320.0,1,0,0,0,1,2,0,0,9.3,0.0,0,0
SAF003687,Nyeri,27,Prepaid,Smartphone,SME,39,6.17,131.0,19.0,19.0,1409.0,1,1,0,0,2,1,1,0,6.7,2.0,0,0
SAF003688,Mombasa,24,Prepaid,Dongle,Consumer,20,1.32,83.0,61.0,21.0,726.0,1,0,0,0,1,1,0,0,7.5,5.0,0,0
SAF003689,Nairobi,61,Prepaid,Smartphone,Consumer,28,1.14,89.0,23.0,13.0,680.0,1,0,0,0,1,1,3,1,9.7,33.0,0,1
SAF003690,Nairobi,25,Prepaid,Feature Phone,Consumer,3,0.97,83.0,29.0,22.0,756.0,1,0,1,0,2,0,2,0,6.5,7.0,0,1
SAF003691,Thika,30,Prepaid,Smartphone,SME,32,1.75,82.0,209.0,14.0,908.0,1,1,0,0,2,2,1,0,5.8,2.0,0,0
SAF003692,Kisumu,47,Postpaid,Smartphone,SME,86,0.32,166.0,62.0,0.0,686.0,1,0,0,1,2,2,0,0,5.9,0.0,36,0
SAF003693,Eldoret,35,Prepaid,Feature Phone,SME,108,3.87,67.0,77.0,3.0,1021.0,1,0,0,0,1,2,1,0,5.8,1.0,0,0
SAF003694,Nairobi,31,Prepaid,Smartphone,Consumer,58,6.05,0.0,36.0,3.0,1057.0,1,1,0,0,2,3,0,0,7.9,7.0,0,0
SAF003695,Nairobi,28,Prepaid,Smartphone,Consumer,54,3.81,114.0,17.0,2.0,1206.0,1,1,0,0,2,1,0,0,6.5,3.0,0,0
SAF003696,Nairobi,59,Postpaid,Smartphone,Consumer,42,1.91,366.0,190.0,13.0,1560.0,1,0,1,0,2,5,0,0,6.2,6.0,24,1
SAF003697,Meru,55,Hybrid,Tablet,Enterprise,117,1.19,36.0,11.0,6.0,655.0,0,1,0,0,1,3,0,0,7.4,6.0,0,0
SAF003698,Nakuru,30,Prepaid,Smartphone,Consumer,108,1.84,203.0,82.0,14.0,1000.0,1,1,0,1,3,2,0,0,7.3,1.0,0,0
SAF003699,Nyeri,59,Prepaid,Smartphone,Consumer,15,1.93,73.0,97.0,7.0,1026.0,1,0,0,0,1,1,2,1,8.8,4.0,0,1
